|name   |alt_name  |ra         |dec        |vmag |multiple|class                                              |bii      |lii      |parallax|
|HR 4930|          |13 03 05.21|-71 28 34.0| 6.03|        |                                         STAR B1III|-8.62550 |303.86700|        |
|HR 9108|          |00 04 41.30|-71 26 12.8| 5.59|        |                                          STAR B8IV|-45.21140|308.18400|        |
|HR 4349|          |11 11 29.50|-71 26 11.0| 6.35|        |                                         STAR K2III|-10.10440|295.08100|        |
|HR 6982|Zet Pav   |18 43 02.11|-71 25 41.2| 4.01|W       |                                         STAR K0III|-24.95130|323.48300|0.035   |
|HR 3944|          |09 56 09.70|-71 23 21.8| 6.35|        |                                           STAR B9I|-13.13260|289.81800|        |
|HR 1677|Bet Men   |05 02 43.01|-71 18 51.8| 5.31|        |                                         STAR G8III|-34.20750|282.77400|0.013   |
|HR 139 |The Tuc   |00 33 23.30|-71 15 58.0| 6.13|        |                                          STAR A7IV|-45.78920|305.00900|        |
|HR 8286|          |21 45 28.80|-71 00 32.0| 6.01|        |                                          STAR B8IV|-39.09170|320.63500|        |
|HR 6135|          |16 34 19.30|-70 59 17.2| 5.50|        |                                         STAR K1III|-15.53430|319.15500|        |
|HR 2602|Iot Vol   |06 51 27.00|-70 57 47.9| 5.40|        |                                          STAR B7IV|-25.53290|281.74100|        |
|HR 1541|Mu  Men   |04 43 03.91|-70 55 52.0| 5.54|        |                                          STAR B8II|-35.83420|282.97000|        |
|HR 4329|          |11 06 49.90|-70 52 41.2| 5.57|W       |                                           STAR B2V|-9.73700 |294.50800|        |
|HR 4211|          |10 44 19.39|-70 51 36.0| 6.26|W       |                                          STAR A5IV|-10.52780|292.81700|        |
|HR 4212|          |10 44 32.09|-70 51 18.0| 6.46|W       |                                          STAR A6IV|-10.51520|292.83000|        |
|HR 5125|          |13 40 00.60|-70 47 17.9| 6.59|        |                                         STAR K0III|-8.29580 |306.94300|        |
|HR 6774|          |18 14 24.10|-70 45 05.0| 6.73|        |                                          STAR B7II|-22.53730|323.55900|        |
|HR 6357|          |17 12 19.80|-70 43 16.0| 6.22|        |                                          STAR K1IV|-17.89460|321.29300|        |
|HR 4262|          |10 53 42.00|-70 43 13.1| 5.99|W       |                                           STAR B6V|-10.04870|293.44700|0.004   |
|HR 5049|          |13 25 50.11|-70 37 39.0| 5.67|        |                                            STAR A0|-7.94760 |305.80200|        |
|HR 3642|          |09 05 38.30|-70 32 20.0| 4.71|        |                                          STAR B2IV|-15.42980|286.19100|        |
|HR 2736|Gam2Vol   |07 08 44.90|-70 29 56.0| 3.78|W       |                                         STAR K0III|-24.04190|281.55600|0.016   |
|HR 2735|Gam1Vol   |07 08 42.19|-70 29 49.9| 5.69|W       |                                           STAR F2V|-24.04520|281.55300|0.016   |
|HR 8994|          |23 44 25.39|-70 29 25.1| 6.07|        |                                          STAR G8IV|-45.59510|310.84000|0.014   |
|HR 5119|          |13 38 45.70|-70 26 42.0| 6.10|        |                                         STAR K3III|-7.93910 |306.90500|        |
|HR 2536|          |06 44 56.09|-70 26 02.0| 6.11|        |                                         STAR K3III|-25.98320|281.06800|        |
|HR 8527|          |22 25 10.51|-70 25 54.1| 5.78|        |                                         STAR F3III|-41.99460|318.50500|        |
|HR 3460|The Vol   |08 39 05.21|-70 23 12.8| 5.20|W       |                                           STAR A0V|-17.11610|284.68100|0.006   |
|HR 8672|          |22 49 17.40|-70 20 52.1| 6.34|        |                                           STAR A2V|-43.41050|316.53700|        |
|HR 5293|          |14 10 30.91|-70 18 20.2| 6.05|W       |                                          STAR K4II|-8.45640 |309.54900|        |
|HR 5792|          |15 40 11.50|-70 13 40.1| 6.44|        |                                           STAR A1V|-11.88970|316.35600|        |
|HR 4538|          |11 49 56.59|-70 13 32.9| 4.97|        |                                           STAR G6I|-7.97690 |297.73600|0.009   |
|HR 4645|          |12 12 46.80|-70 09 06.8| 6.17|        |                                           STAR F6I|-7.52790 |299.63600|        |
|HR 8092|Omi Pav   |21 13 20.50|-70 07 35.0| 5.02|        |                                         STAR M1III|-37.18670|323.26600|0.008   |
|HR 6411|Iot Aps   |17 22 05.90|-70 07 23.9| 5.41|W       |                                           STAR B9V|-18.29000|322.27500|        |
|HR 3370|          |08 27 16.90|-70 05 35.9| 5.53|        |                                           STAR A0V|-17.79850|283.85800|        |
|HR 6098|Zet TrA   |16 28 28.10|-70 05 03.8| 4.91|        |                                           STAR F9V|-14.57370|319.53100|0.094   |
|HR 5644|          |15 14 19.10|-70 04 45.8| 5.81|        |                                               STAR|-10.51600|314.60400|        |
|HR 4841|          |12 45 01.70|-68 49 52.0| 6.16|        |                                           STAR F6I|-5.96650 |302.35000|        |
|HR 8701|Rho Ind   |22 54 39.41|-70 04 25.0| 6.05|        |                                          STAR G2IV|-43.90540|316.27200|        |
|HR 6400|          |17 20 12.79|-70 02 44.2| 6.53|W       |                                          STAR G0IV|-18.11220|322.26100|        |
|HR 4037|Ome Car   |10 13 44.21|-70 02 17.2| 3.32|        |                                         STAR B8III|-11.17960|290.16400|        |
|HR 2352|Pi 1Dor   |06 22 38.21|-69 59 03.1| 5.56|        |                                         STAR K5III|-27.81510|280.35400|        |
|HR 4966|          |13 11 51.60|-69 56 30.8| 5.91|W       |                                          STAR F3IV|-7.14010 |304.69500|        |
|HR 3038|          |07 44 13.01|-69 49 17.0| 6.18|        |                                          STAR A0IV|-20.97240|281.85200|        |
|HR 8156|          |21 24 16.70|-69 44 03.1| 6.41|        |                                               STAR|-38.20200|323.19500|        |
|HR 5295|          |14 11 01.90|-69 43 10.9| 6.06|        |                                          STAR A6IV|-7.91200 |309.77200|        |
|HR 3685|Bet Car   |09 13 12.00|-69 43 01.9| 1.68|        |                                          STAR A2IV|-14.40720|285.97800|0.021   |
|HR 2377|Pi 2Dor   |06 25 28.61|-69 41 25.1| 5.38|        |                                         STAR G8III|-27.55180|280.04100|0.007   |
|HR 4994|          |13 15 25.70|-69 40 46.9| 6.37|        |                                         STAR K2III|-6.90550 |305.02700|        |
|HR 8333|Omi Ind   |21 50 47.11|-69 37 45.8| 5.53|        |                                         STAR K2III|-40.23320|321.79600|0.029   |
|HR 5066|          |13 28 46.39|-69 37 41.2| 6.20|        |                                            STAR A0|-6.99300 |306.19300|        |
|HR 83  |Pi  Tuc   |00 20 39.00|-69 37 30.0| 5.51|        |                                           STAR B9V|-47.26690|306.87200|0.011   |
|HR 1053|          |03 24 02.50|-69 37 28.9| 6.15|        |                                           STAR G0V|-42.15400|286.06700|        |
|HR 7838|          |20 35 51.70|-69 36 40.0| 6.11|        |                                         STAR K2III|-34.32270|325.19200|        |
|HR 270 |Lam2Tuc   |00 55 00.31|-69 31 36.8| 5.45|        |                                         STAR K2III|-47.59800|302.46900|0.035   |
|HR 8196|          |21 28 44.90|-69 30 19.1| 5.34|        |                                         STAR M5III|-38.65290|323.22400|0.023   |
|HR 252 |Lam1Tuc   |00 52 24.29|-69 30 15.8| 6.22|W       |                                          STAR F7IV|-47.62350|302.80600|        |
|HR 4820|          |12 42 05.11|-69 24 27.0| 6.33|        |                                           STAR F7I|-6.55070 |302.10400|        |
|HR 5194|          |13 51 47.40|-69 24 05.0| 5.75|        |                                         STAR K5III|-7.15250 |308.22800|        |
|HR 1064|          |03 25 36.19|-69 20 11.0| 5.96|        |                                          STAR F3IV|-42.24420|285.65400|        |
|HR 6276|          |16 59 33.79|-69 16 05.9| 5.79|        |                                            STAR A0|-16.18280|321.93100|        |
|HR 959 |          |03 07 49.20|-69 15 56.2| 6.15|        |                                         STAR K1III|-43.42270|287.07400|        |
|HR 4597|          |12 02 37.70|-69 11 31.9| 5.89|        |                                           STAR B9V|-6.73230 |298.59600|        |
|HR 7274|Tau Pav   |19 16 28.49|-69 11 26.2| 6.27|        |                                          STAR A6IV|-27.43290|326.37800|        |
|HR 7579|          |19 58 41.30|-69 09 50.0| 5.75|        |                                            STAR A0|-31.17990|326.38400|0.032   |
|HR 4798|Alp Mus   |12 37 10.99|-69 08 08.2| 2.69|W       |                                          STAR B2IV|-6.29910 |301.65600|        |
|HR 3949|          |09 56 59.69|-69 06 06.8| 6.20|        |                                           STAR B3V|-11.31060|288.40000|        |
|HR 6217|Alp TrA   |16 48 39.89|-69 01 40.1| 1.92|        |                                          STAR K2II|-15.25880|321.53600|0.031   |
|HR 377 |Kap Tuc   |01 15 46.10|-68 52 34.0| 4.86|W       |                                          STAR F6IV|-48.09690|299.65400|0.061   |
|HR 2221|Nu  Dor   |06 08 44.21|-68 50 35.9| 5.06|        |                                           STAR B8V|-28.99610|279.00900|        |
|HR 2712|          |07 06 14.09|-68 50 13.9| 6.47|        |                                         STAR K0III|-23.85970|279.73300|        |
|HR 8769|          |23 04 52.20|-68 49 13.1| 5.52|        |                                         STAR F4III|-45.44600|316.28300|        |
|HR 7934|Sig Pav   |20 49 18.10|-68 46 35.0| 5.41|        |                                         STAR K0III|-35.69990|325.76900|0.000   |
|HR 7588|          |19 58 52.99|-68 45 43.9| 6.39|        |                                           STAR A0V|-31.23340|326.85000|        |
|HR 7161|          |19 03 29.69|-68 45 19.1| 5.88|W       |                                           STAR F8V|-26.22860|326.72200|        |
|HR 3712|          |09 17 17.21|-68 41 21.8| 5.39|W       |                                           STAR F4V|-13.44930|285.44300|0.058   |
|HR 3610|          |09 01 08.50|-68 41 02.0| 5.88|        |                                         STAR M1III|-14.55510|284.45000|        |
|HR 4002|          |10 09 30.50|-68 40 59.9| 5.81|W       |                                          STAR A0IV|-10.29450|289.05300|0.007   |
|HR 5671|Gam TrA   |15 18 54.60|-68 40 45.8| 2.89|        |                                           STAR A1V|-9.54950 |315.71200|0.010   |
|HR 705 |Del Hyi   |02 21 44.90|-68 39 33.8| 4.09|        |                                           STAR A3V|-46.36670|291.25000|0.050   |
|HR 4614|          |12 06 19.80|-68 39 02.9| 6.23|        |                                           STAR G3I|-6.13940 |298.82600|        |
|HR 1859|          |05 27 00.00|-68 37 22.1| 6.03|W       |                                          STAR F0IV|-32.78210|279.07400|0.012   |
|HR 3223|Eps Vol   |08 07 55.80|-68 37 01.9| 4.35|W       |                                          STAR B6IV|-18.55970|281.62400|        |
|HR 5891|Kap TrA   |15 55 29.59|-68 36 11.2| 5.09|        |                                          STAR G5II|-11.48210|318.46900|0.007   |
|HR 7383|          |19 31 10.90|-68 26 02.0| 5.96|        |                                         STAR K4III|-28.71860|327.31600|        |
|HR 7221|          |19 09 52.70|-68 25 28.9| 5.33|        |                                         STAR G8III|-26.76540|327.16900|0.030   |
|HR 9007|          |23 47 23.30|-68 23 39.1| 6.89|        |                                           STAR F2V|-47.64130|311.60200|        |
|HR 7320|          |19 24 05.40|-68 22 16.0| 6.34|        |                                         STAR K2III|-28.06390|327.35500|        |
|HR 4604|          |12 04 38.71|-68 19 45.1| 5.35|        |                                          STAR A0IV|-5.85040 |298.61600|0.016   |
|HR 5713|          |15 26 14.69|-68 18 33.1| 5.89|W       |                                         STAR G8III|-9.61280 |316.48700|        |
|HR 4704|Zet1Mus   |12 22 11.90|-68 18 27.0| 5.74|        |                                         STAR K0III|-5.58960 |300.22400|        |
|HR 6172|Eta1TrA   |16 41 23.30|-68 17 46.0| 5.91|        |                                          STAR B7IV|-14.28570|321.70400|        |
|HR 806 |Eps Hyi   |02 39 35.40|-68 16 00.8| 4.11|        |                                           STAR B9V|-45.81550|288.95600|        |
