|name   |alt_name  |ra         |dec        |vmag |multiple|class                                              |
|HR 3802|          |09 32 55.80|-13 31 00.8| 5.94|        |                                         STAR K5III|
|HR 1231|34Gam Eri |03 58 01.80|-13 30 31.0| 2.95|        |                                         STAR M0III|
|HR 6600|          |17 43 48.60|-13 30 31.0| 6.39|        |                                           STAR F0V|
|HR 8866|94    Aqr |23 19 06.70|-13 27 32.0| 5.08|        |                                          STAR G5IV|
|HR 4308|          |11 03 36.50|-13 26 03.8| 6.34|        |                                            STAR G5|
|HR 4758|          |12 30 04.80|-13 23 35.2| 6.35|        |                                           STAR G0V|
|HR 4163|          |10 37 33.19|-13 23 03.8| 4.82|        |                                               STAR|
|HR 5359|100Lam Vir|14 19 06.60|-13 22 16.0| 4.52|D       |                                            STAR A2|
|HR 3042|          |07 49 28.61|-13 21 11.9| 6.23|        |                                         STAR B8III|
|HR 2428|          |06 36 46.70|-13 19 14.9| 5.97|        |                                            STAR K5|
|HR 8508|45    Aqr |22 19 00.79|-13 18 18.0| 5.95|        |                                               STAR|
|HR 8134|          |21 17 13.49|-13 16 44.0| 6.40|        |                                           STAR A2V|
|HR 3529|          |08 52 30.70|-13 14 01.0| 6.13|        |                                            STAR K0|
|HR 5106|          |13 34 40.49|-13 12 51.8| 5.91|        |                                            STAR A2|
|HR 4488|24Iot Crt |11 38 40.10|-13 12 06.8| 5.48|W       |                                           STAR F7V|
|HR 1756|6Lam Lep  |05 19 34.51|-13 10 36.1| 4.29|        |                                          STAR B0IV|
|HR 2373|          |06 30 34.70|-13 08 53.2| 6.16|        |                                           STAR B1V|
|HR 1661|          |05 06 36.70|-13 07 18.8| 6.05|        |                                           STAR A0V|
|HR 8741|          |22 59 35.69|-13 04 14.9| 6.07|        |                                         STAR K5III|
|HR 3970|40Ups2Hya |10 05 07.49|-13 03 52.9| 4.60|        |                                         STAR B9III|
|HR 8958|          |23 37 39.60|-13 03 37.1| 5.65|        |                                         STAR G9III|
|HR 421 |47    Cet |01 26 51.60|-13 03 24.1| 5.66|        |                                         STAR F0III|
|HR 3289|22    Pup |08 22 46.80|-13 03 16.9| 6.11|        |                                               STAR|
|HR 1423|          |04 29 06.89|-13 02 53.9| 5.60|        |                                           STAR B1V|
|HR 4822|          |12 41 16.20|-13 00 54.0| 5.98|        |                                           STAR F5V|
|HR 4821|          |12 41 16.01|-13 00 49.0| 6.08|        |                                           STAR F3V|
|HR 2437|          |06 37 40.90|-12 59 06.0| 6.12|        |                                            STAR K0|
|HR 2309|          |06 24 20.50|-12 57 45.0| 6.12|        |                                           STAR B5V|
|HR 1705|4Kap Lep  |05 13 13.90|-12 56 29.0| 4.36|        |                                           STAR B9V|
|HR 3211|19    Pup |08 11 16.30|-12 55 36.8| 4.72|        |                                         STAR G9III|
|HR 8565|          |22 30 01.51|-12 54 54.0| 6.40|        |                                          STAR F3IV|
|HR 2118|          |06 00 17.71|-12 53 58.9| 6.22|        |                                            STAR F0|
|HR 6309|NOVA 1848 |16 59 30.20|-12 53 27.0|     |        |                                  CV CLASSICAL NOVA|
|HR 203 |18    Cet |00 45 28.70|-12 52 50.9| 6.15|W       |                                           STAR G0V|
|HR 8187|18    Aqr |21 24 11.50|-12 52 41.2| 5.49|W       |                                           STAR F1V|
|HR 6581|56Omi Ser |17 41 24.91|-12 52 31.1| 4.26|        |                                           STAR A2V|
|HR 6446|53Nu  Ser |17 20 49.70|-12 50 48.8| 4.33|        |                                           STAR A2V|
|HR 7166|          |18 59 23.81|-12 50 26.2| 5.53|W       |                                          STAR B5IV|
|HR 5518|          |14 47 54.89|-12 50 22.9| 6.35|        |                                         STAR K0III|
|HR 8496|42    Aqr |22 16 48.10|-12 49 53.0| 5.34|        |                                               STAR|
|HR 4779|          |12 33 34.30|-12 49 49.1| 5.58|        |                                         STAR G8III|
|HR 3063|8    Pup  |07 51 40.90|-12 49 09.8| 6.36|        |                                            STAR F2|
|HR 3991|          |10 10 05.90|-12 48 58.0| 5.31|        |                                           STAR F5V|
|HR 1265|          |04 04 22.70|-12 47 33.0| 5.61|        |                                               STAR|
|HR 857 |          |02 52 32.11|-12 46 09.8| 6.04|        |                                           STAR K2V|
|HR 7773|8Nu  Cap  |20 20 39.79|-12 45 33.1| 4.76|        |                                           STAR B9V|
|HR 6002|11    Sco |16 07 36.41|-12 44 44.2| 5.78|        |                                           STAR B9V|
|HR 8337|          |21 49 41.11|-12 43 23.2| 6.31|        |                                            STAR A3|
|HR 5064|68    Vir |13 26 43.20|-12 42 28.1| 5.25|        |                                         STAR M0III|
|HR 3019|          |07 46 44.90|-12 40 31.1| 6.39|        |                                           STAR A0V|
|HR 1062|          |03 29 36.00|-12 40 28.9| 5.59|        |                                          STAR A5IV|
|HR 7675|65    Sgr |20 05 26.40|-12 39 55.1| 6.55|        |                                           STAR A1V|
|HR 3259|          |08 18 23.90|-12 37 54.8| 5.98|        |                                           STAR G7V|
|HR 7715|2Xi 2Cap  |20 12 25.90|-12 37 03.0| 5.85|W       |                                           STAR F7V|
|HR 31  |          |00 10 42.79|-12 34 48.0| 5.85|        |                                          STAR K0IV|
|HR 1235|          |03 59 30.10|-12 34 27.1| 5.60|        |                                         STAR K5III|
|HR 7976|          |20 50 41.81|-12 32 42.0| 5.88|        |                                               STAR|
|HR 7754|6Alp2Cap  |20 18 03.31|-12 32 40.9| 3.57|        |                                         STAR G8III|
|HR 1611|64    Eri |04 59 55.80|-12 32 15.0| 4.79|        |                                          STAR F0IV|
|HR 3324|          |08 26 41.90|-12 32 03.8| 5.54|        |                                         STAR K2III|
|HR 4055|          |10 19 16.80|-12 31 41.2| 6.00|W       |                                           STAR A9V|
|HR 6496|          |17 27 02.11|-12 30 45.0| 6.21|        |                                           STAR F7V|
|HR 7747|5Alp1Cap  |20 17 38.90|-12 30 29.9| 4.24|        |                                           STAR G3I|
|HR 1665|          |05 07 25.01|-12 29 26.2| 5.97|        |                                           STAR F7V|
|HR 3431|6    Hya  |08 40 01.51|-12 28 31.1| 4.98|        |                                         STAR K4III|
|HR 832 |          |02 47 55.99|-12 27 38.2| 6.90|        |                                         STAR M4III|
|HR 4172|          |10 38 50.40|-12 26 37.0| 6.04|        |                                           STAR A0V|
|HR 5173|86    Vir |13 45 56.30|-12 25 36.1| 5.51|        |                                         STAR G8III|
|HR 2679|          |07 06 35.90|-12 23 38.0| 6.48|        |                                           STAR O7V|
|HR 7712|1Xi 1Cap  |20 11 57.89|-12 23 33.0| 6.34|        |                                         STAR K0III|
|HR 2379|          |06 31 22.99|-12 23 30.1| 5.15|W       |                                         STAR K3III|
|HR 5720|          |15 23 52.20|-12 22 09.8| 5.72|        |                                               STAR|
|HR 3636|          |09 09 11.50|-12 21 28.1| 5.77|        |                                         STAR G6III|
|HR 4416|16Kap Crt |11 27 09.50|-12 21 24.1| 5.94|W       |                                         STAR F4III|
|HR 3994|41Lam Hya |10 10 35.30|-12 21 15.1| 3.61|        |                                         STAR K0III|
|HR 7738|3    Cap  |20 16 22.80|-12 20 12.8| 6.32|        |                                            STAR B9|
|HR 1757|7Nu  Lep  |05 19 59.09|-12 18 56.2| 5.30|        |                                          STAR B7IV|
|HR 5455|          |14 36 59.81|-12 18 19.1| 6.20|        |                                           STAR F5V|
|HR 708 |72Rho Cet |02 25 57.00|-12 17 26.2| 4.89|        |                                           STAR B9V|
|HR 7282|          |19 13 15.50|-12 16 57.0| 5.51|        |                                               STAR|
|HR 7433|          |19 35 33.60|-12 15 10.1| 6.27|        |                                            STAR K0|
|HR 4158|          |10 36 32.40|-12 13 49.1| 5.70|W       |                                           STAR F7V|
|HR 88  |9    Cet  |00 22 51.79|-12 12 33.8| 6.39|W       |                                           STAR G2V|
|HR 3029|5    Pup  |07 47 56.71|-12 11 35.2| 5.48|        |                                               STAR|
|HR 4547|          |11 51 21.89|-12 11 16.1| 6.35|W       |                                         STAR F1III|
|HR 1483|          |04 38 53.59|-12 07 23.2| 5.01|        |                                          STAR A2IV|
|HR 1162|26Pi  Eri |03 46 08.50|-12 06 06.1| 4.42|        |                                         STAR M2III|
|HR 1217|          |03 55 16.30|-12 05 57.1| 6.00|        |                                            STAR A5|
|HR 3988|          |10 09 56.50|-12 05 44.9| 6.24|        |                                            STAR A5|
|HR 2574|14The CMa |06 54 11.40|-12 02 19.0| 4.07|        |                                         STAR K4III|
|HR 6881|          |18 23 12.19|-12 00 52.9| 5.73|        |                                          STAR B8IV|
|HR 190 |          |00 43 50.21|-12 00 42.1| 6.02|        |                                         STAR K2III|
|HR 3706|26    Hya |09 19 46.39|-11 58 30.0| 4.79|W       |                                         STAR G8III|
|HR 3446|          |08 42 09.79|-11 57 58.0| 6.45|        |                                            STAR A5|
|HR 9009|          |23 47 15.91|-11 54 38.9| 5.73|        |                                               STAR|
|HR 1817|          |05 27 04.80|-11 54 02.9| 6.35|        |                                               STAR|
|HR 5554|13Xi 1Lib |14 54 22.90|-11 53 53.9| 5.80|        |                                         STAR G7III|
|HR 781 |83Eps Cet |02 39 33.79|-11 52 19.9| 4.84|W       |                                           STAR F5V|
|HR 1696|3Iot Lep  |05 12 17.90|-11 52 09.1| 4.45|        |                                           STAR B8V|
|HR 1693|          |05 11 22.80|-11 50 57.1| 5.68|        |                                         STAR M6III|
