,name,alt_name,ra,dec,vmag,multiple,class,bii,lii,parallax,distance,absmag
8072,HR 8301,80Pi1Cyg,21 42 05.69,+51 11 22.9,4.67,,STARB3IV,-1.3009,95.4811,,1725.6951200905894,-6.514820355048057
8073,HR 7451,,19 34 19.80,+51 14 12.1,5.73,,STARF7V,14.5883,83.4626,0.037,82.67588788266703,1.1431056618129176
8074,HR 864 ,,02 56 50.59,+51 15 38.9,6.22,,STARK5III,-6.889,142.076,,701.411564940046,-3.009864611464508
8075,HR 3697,,09 20 43.80,+51 15 58.0,6.13,,STARF3V,43.8943,166.601,0.036,95.53496710519079,1.2291882079792975
8076,HR 5360,,14 17 21.10,+51 18 25.9,6.2,,STARA2IV,60.8838,94.8706,,309.4462786500203,-1.2529263215316382
8077,HR 6880,,18 19 56.11,+51 20 52.1,6.3,,STAR,25.6118,79.6085,0.037,398.23733540552064,-1.7007098671121854
8078,HR 5350,21IotBoo,14 16 09.89,+51 22 01.9,4.75,,STARA9V,60.9625,95.2372,0.048,95.08932294376717,-0.14065877570042495
8079,HR 5537,,14 49 32.30,+51 22 28.9,6.51,,STARF5IV,57.1026,88.4339,,168.03522807682708,0.38299830102753596
8080,HR 9066,,23 58 24.79,+51 23 19.0,4.8,,STARM7III,-10.6191,114.561,,610.7797335152086,-4.129423090771496
8081,HR 6150,,16 28 43.39,+51 24 28.1,6.29,,STARG9III,42.8582,79.2052,,404.15908016991494,-1.742761702303926
8082,HR 2703,,07 13 23.40,+51 25 44.0,5.47,,STARM3III,24.1781,165.799,0.003,709.0356036893943,-3.7833402175064066
8083,HR 65  ,,00 17 43.01,+51 25 59.2,6.14,,STARO9III,-11.0884,117.588,,5930.11595812948,-7.7253159284430595
8084,HR 7726,,20 12 31.80,+51 27 49.0,6.01,,STARK2III,9.4715,86.5977,,412.3342322340346,-2.0662469584258947
8085,HR 538 ,,01 52 50.81,+51 28 28.9,6.26,,STARA3V,-10.2431,132.579,,521.0165777909286,-2.3242577098621293
8086,HR 6705,33GamDra,17 56 36.41,+51 29 20.0,2.23,,STARK5III,29.2174,79.0549,0.025,154.28400080280105,-3.711604461057238
8087,HR 4283,,11 00 25.61,+51 30 06.8,6.43,,STARG9III,57.9024,155.992,,616.5526988603428,-2.5198510157383485
8088,HR 3173,27Lyn,08 08 27.41,+51 30 24.1,4.84,,STARA2V,32.6541,167.192,-0.009,250.11992154687223,-2.1507414189347696
8089,HR 238 ,,00 50 57.41,+51 30 29.2,6.39,,STARF2IV,-11.3635,122.855,,222.78441099530147,-0.3494239923024116
8090,HR 2003,,05 50 56.40,+51 30 52.9,6.29,,STARK1III,12.2643,160.868,,295.164142712327,-1.0603179858086298
8091,HR 4761,7CVn,12 30 02.90,+51 32 08.2,6.21,W,STARF6V,65.2608,130.894,0.035,142.5508643781125,0.44015072469065597
8092,HR 8613,9Lac,22 37 22.39,+51 32 43.1,4.63,,STARA8IV,-5.9909,102.733,0.022,171.66125141953756,-1.5433613711501328
8093,HR 4716,5CVn,12 24 01.51,+51 33 43.9,4.8,,STARG6III,65.0242,133.051,0.038,374.8923881576108,-3.069533112821187
8094,HR 241 ,,00 51 33.70,+51 34 16.0,6.21,,STARB9V,-11.3006,122.951,,1199.1043297688286,-4.184284855743282
8095,HR 2123,,06 04 29.09,+51 34 23.9,6.45,,STARA7III,14.1635,161.805,,454.89034546320977,-1.839533597575275
8096,HR 3725,,09 24 55.70,+51 34 26.0,6.31,,STARG2III,44.4746,165.999,,431.99520224784294,-1.867394617768336
8097,HR 1637,9Aur,05 06 40.61,+51 35 52.1,5.0,,STARF0V,6.5081,157.058,0.052,87.1376910759074,0.2989697596578331
8098,HR 3619,15UMa,09 08 52.30,+51 36 16.9,4.48,,STARF0IV,42.0157,166.57,,93.99319241991971,-0.38548200195990745
8099,HR 9028,,23 50 22.30,+51 37 18.1,6.44,,STARF3V,-10.1131,113.373,,134.27598917131388,0.8000081981113771
8100,HR 3775,25TheUMa,09 32 51.41,+51 40 37.9,3.17,,STARF6IV,45.6499,165.462,0.052,43.962309974002075,-0.04540252050947835
8101,HR 8259,,21 34 27.50,+51 41 53.9,6.15,,STARB9III,-0.1302,94.9297,-0.006,1716.6125141953755,-5.023361371150132
8102,HR 7420,10Iot2Cyg,19 29 42.29,+51 43 46.9,3.79,,STARA5V,15.449,83.6118,0.005,121.33793813136957,-1.629983054005339
8103,HR 5328,17Kap1Boo,14 13 27.70,+51 47 16.1,6.69,,STARF1V,60.9174,96.4574,0.01,195.77213547246183,0.23124560943956762
8104,HR 5329,17Kap2Boo,14 13 28.99,+51 47 25.1,4.54,,STARA8IV,60.9134,96.4554,0.01,155.0910022335337,-1.4129330124826707
8105,HR 2045,,05 56 14.40,+51 48 14.0,6.49,,STARA5V,13.1259,161.001,,698.4076610216732,-2.730544973083717
8106,HR 6607,,17 41 21.79,+51 49 05.2,5.99,,STAR,31.6032,79.1326,,355.6776201713429,-1.7652826975641727
8107,HR 7687,,20 05 06.70,+51 50 21.8,6.14,,STARM1III,10.649,86.313,,832.0315757579627,-3.460699040811992
8108,HR 5404,23TheBoo,14 25 11.81,+51 51 02.9,4.05,W,STARF7V,59.6526,93.8322,0.072,47.39267330675987,0.6714439655102789
8109,HR 7876,,20 34 50.40,+51 51 15.1,6.11,,STARA9II,6.8296,88.8878,,3507.0578247002304,-6.6147146331446045
8110,HR 4275,,10 59 17.90,+51 52 55.9,6.17,,STARK0,57.5278,155.642,,765.6252997585009,-3.2500813804006814
8111,HR 2804,,07 24 57.19,+51 53 13.9,5.8,,STARK5III,26.0282,165.74,,937.2309703940269,-4.059233156181374
8112,HR 7978,,20 48 42.70,+51 54 38.2,6.29,,STARB8V,5.1662,90.2436,,791.641693439615,-3.2026432957486044
8113,HR 529 ,,01 50 57.10,+51 55 59.9,5.9,,STARF5IV,-9.8666,132.179,,144.70114361008046,0.09764018263616236
8114,HR 5715,,15 20 05.21,+51 57 31.0,5.66,S,STARA4V,52.7672,84.9632,,213.4531267651318,-0.9865126047159212
8115,HR 91  ,,00 24 15.60,+52 01 12.0,5.57,,STARB5IV,-10.6274,118.684,0.004,1370.4049483072326,-5.114244590631717
8116,HR 3799,26UMa,09 34 49.51,+52 03 05.0,4.5,,STARA2V,45.8509,164.835,0.025,262.1835833578146,-2.5930274741402766
8117,HR 7651,,19 59 15.41,+52 03 20.9,6.15,,STARB5III,11.5375,86.0407,,832.0315757579627,-3.4506990408119904
8118,HR 5169,,13 43 54.70,+52 03 51.8,6.02,,STARA1V,63.1891,104.912,,304.53443295716284,-1.3981820217549998
8119,HR 5817,,15 36 04.10,+52 04 10.9,6.74,,STARF4III,50.494,83.4426,,192.08267237757443,0.32255905362539217
8120,HR 6974,,18 32 11.40,+52 06 56.2,6.56,,STARB9V,23.937,80.9044,,888.7094760139547,-3.183799054653832
8121,HR 2737,,07 17 33.70,+52 07 50.9,5.92,,STAR,24.9673,165.211,,513.6320908616085,-2.633260749454399
8122,HR 7028,,18 39 52.80,+52 11 46.0,6.0,,STARA0,22.8164,81.3148,,574.2189748188757,-2.795387697359182
8123,HR 930 ,,03 08 03.91,+52 12 47.9,6.31,,STARB5V,-5.2147,143.141,,610.7797335152086,-2.6194230907714955
8124,HR 8538,3BetLac,22 23 33.60,+52 13 45.1,4.43,S,STARG8III,-4.3062,101.254,0.021,169.96163506884906,-1.7217545022369194
8125,HR 7229,,19 02 07.01,+52 15 40.0,6.31,,STARG8III,19.5862,82.4695,0.005,642.0401135770106,-2.7278108144946804
8126,HR 6536,23BetDra,17 30 25.99,+52 18 05.0,2.79,,STARG2I,33.3103,79.5789,0.013,380.13563834163335,-5.109692936670751
8127,HR 7854,,20 31 21.10,+52 18 34.9,6.18,,STARK0III,7.5308,88.9432,,381.46944759897235,-1.727298802273415
8128,HR 7408,7Iot1Cyg,19 27 25.90,+52 19 14.2,5.75,,STARA1V,16.0098,84.0233,,386.89961767155563,-2.187991502790565
8129,HR 890 ,,03 00 52.20,+52 21 06.1,5.28,,STARB7V,-5.6336,142.11,,795.5033602368815,-4.2232100923156
8130,HR 891 ,,03 00 53.40,+52 21 07.9,6.74,,STARB9V,-5.6316,142.112,,676.6729827741107,-2.411894184720028
8131,HR 6983,,18 33 56.69,+52 21 13.0,5.36,,STARK0III,23.7344,81.2284,0.004,795.5033602368815,-4.143210092315599
8132,HR 5857,,15 42 50.69,+52 21 38.9,5.51,,STARB9,49.4231,83.2512,0.01,301.71727816569967,-1.8880009061477256
8133,HR 3958,,10 05 10.49,+52 22 14.9,6.14,,STARA5IV,50.1465,162.139,,367.2932181273889,-1.6850645470212724
8134,HR 7972,,20 47 52.80,+52 24 25.9,6.27,,STARG7IV,5.5764,90.5527,0.018,135.61595746242054,0.6084460276349741
8135,HR 6395,,17 10 30.60,+52 24 32.0,6.29,,STARB9V,36.3525,79.6836,,425.7916157925867,-1.8559855277512574
8136,HR 7275,,19 08 25.80,+52 25 32.2,5.81,,STARK1IV,18.7353,82.9802,0.002,239.46870609186593,-1.0862438380304456
8137,HR 7619,24PsiCyg,19 55 37.80,+52 26 20.0,4.92,,STARA4V,12.2091,86.1044,0.005,288.63396256382424,-2.381737158497179
8138,HR 298 ,,01 04 02.40,+52 30 07.9,5.99,,STARK2,-10.3218,124.881,,637.0241751896903,-3.030779571035124
8139,HR 4242,,10 52 31.90,+52 30 13.0,6.44,,STARK2III,56.3283,155.916,,347.71468837646205,-1.2661151840189548
8140,HR 8661,,22 44 49.20,+52 31 01.9,6.55,,STARK2,-5.6911,104.213,,913.6032988714885,-3.25378829535331
8141,HR 5345,,14 15 16.90,+52 32 08.9,6.58,,STARA4V,60.1643,96.9961,,307.9852480614933,-0.8626495753768513
8142,HR 4241,,10 52 30.79,+52 33 55.1,6.65,,STAR,56.2887,155.831,,629.6455167898096,-2.345480577188111
8143,HR 8242,,21 31 27.50,+52 37 12.0,6.16,,STARG2I,0.8593,95.2164,,1199.1043297688286,-4.234284855743283
8144,HR 2172,,06 11 46.01,+52 38 49.9,6.3,,STARA5III,15.6326,161.293,,348.08578196064184,-1.4084314214753855
8145,HR 8744,,22 59 10.30,+52 39 15.8,6.29,,STARK2,-6.5397,106.237,,719.9920037464049,-2.9966383658501163
8146,HR 250 ,,00 53 47.59,+52 41 21.1,6.27,,STARA5,-10.1808,123.295,0.013,278.2904246562469,-0.9524913175039185
8147,HR 3408,,08 39 17.59,+52 42 42.1,5.91,,STAR,37.3916,165.747,,499.4737790154998,-2.5825634695389077
8148,HR 5076,,13 27 59.50,+52 44 44.9,6.34,,STARF0,63.4908,110.493,,331.45973343203394,-1.2621538837575699
8149,HR 2644,,07 05 39.79,+52 45 29.2,6.12,,STARA3V,23.3542,164.073,0.011,346.97486989055466,-1.5814901079157844
8150,HR 854 ,18TauPer,02 54 15.50,+52 45 45.0,3.95,,STARG4III,-5.7405,141.024,0.019,207.47861176661667,-2.6348666673973318
8151,HR 4363,,11 16 04.01,+52 46 23.2,6.5,,STARF6V,58.82,151.119,0.052,127.65415956834498,0.9698251464393817
8152,HR 8801,,23 07 10.10,+52 48 59.0,6.11,,STARK0III,-6.8854,107.416,,383.7133855260252,-1.8100347473428142
8153,HR 124 ,,00 31 41.21,+52 50 21.8,5.6,,STARK2III,-9.9162,119.906,0.008,333.8345728732051,-2.0176565573204126
8154,HR 1546,,04 53 09.79,+52 50 26.9,6.41,,STARA2V,5.6312,154.796,,483.9115396099724,-2.013829893237677
8155,HR 1561,,04 56 07.10,+52 52 09.8,5.75,,STARA2V,5.9974,155.054,,451.11532184940717,-2.521437889441625
8156,HR 8403,,22 01 50.59,+52 52 55.9,5.78,,STARB5III,-1.8916,98.9077,,1207.9865840634125,-4.63031055511934
8157,HR 8218,,21 26 45.00,+52 53 55.0,6.03,,STARB6V,1.5514,94.8908,0.018,538.2118443846888,-2.6247662550828457
8158,HR 6184,16Dra,16 36 11.50,+52 54 01.1,5.53,,STARB9V,41.4849,80.9403,0.01,421.39066885932994,-2.5934245724998126
8159,HR 5981,,16 02 05.50,+52 54 56.9,5.93,,STAR,46.4846,82.5902,,896.0340046624214,-3.8316224576689972
8160,HR 5142,82UMa,13 39 30.41,+52 55 17.0,5.46,,STARA3V,62.6994,107.048,0.011,171.12086972566706,-0.7065148944027397
8161,HR 6186,17Dra,16 36 14.09,+52 55 27.1,6.53,,STARA1V,41.4746,80.9703,0.01,396.78391447338373,-1.462770288214025
8162,HR 6185,17Dra,16 36 13.70,+52 55 27.8,5.08,,STARB9V,41.4755,80.9709,0.01,396.78391447338373,-2.912770288214025
8163,HR 3405,,08 39 00.00,+52 55 30.0,6.42,,STARK0,37.3351,165.482,,772.882411604553,-3.0205671211059073
8164,HR 8237,,21 30 20.40,+52 57 29.2,6.02,,STARA2V,1.2216,95.3239,,519.3572893266264,-2.5573311572282975
8165,HR 7123,,18 51 34.99,+52 58 30.0,5.51,,STARG9IV,21.328,82.6585,0.037,86.21633034552508,0.8320523305494429
8166,HR 7084,,18 46 43.10,+52 59 17.2,5.88,,STARB2V,22.033,82.4452,,1160.6988530146668,-4.443597776388877
8167,HR 7576,20Cyg,19 50 37.70,+52 59 17.2,5.03,,STARK3III,13.1366,86.2297,0.014,202.4558520776669,-1.501651673818185
8168,HR 7962,,20 46 21.19,+52 59 43.1,6.33,,STARK0,6.1232,90.871,0.008,436.6216568903901,-1.870526366837284
8169,HR 846 ,,02 52 52.01,+52 59 52.1,6.36,,STARB8III,-5.6263,140.729,-0.004,1009.7720671737505,-3.6611167642587645
8170,HR 96  ,,00 25 06.41,+53 02 48.8,5.74,,STARB9IV,-9.6197,118.924,,558.4869481115093,-2.9950651403522794
8171,HR 4767,,12 30 50.11,+53 04 36.1,6.21,,STARF8V,63.7704,129.941,,72.93300037949942,1.8953795984775565
8172,HR 1467,3Cam,04 39 54.70,+53 04 46.9,5.05,,STARK0III,4.2611,153.321,-0.008,399.7014432562762,-2.958678582144972
8173,HR 3351,,08 32 33.50,+53 06 52.9,6.24,,STARK0IV,36.3584,165.303,,195.18634212873812,-0.21224712644732158
8174,HR 1588,8Cam,04 59 46.30,+53 09 20.2,6.08,,STARK4III,6.6065,155.168,,746.3532670414677,-3.2847221910621673
8175,HR 7697,,20 06 13.80,+53 09 56.9,5.85,W,STARF5V,11.1813,87.5624,0.027,119.99866729106748,0.454117886068099
8176,HR 4672,,12 17 29.50,+53 11 28.0,5.81,,STARK6III,63.1859,134.236,,381.9161331348026,-2.0998400224692526
8177,HR 8853,,23 16 42.29,+53 12 49.0,5.54,W,STARF7V,-7.0585,108.905,0.036,67.02761563853707,1.4087311470597212
8178,HR 1692,,05 14 44.30,+53 12 50.0,6.2,,STARA0V,8.4492,156.457,,1896.258009866985,-5.189487141376535
8179,HR 3277,,08 23 48.50,+53 13 10.9,5.51,,STARA3V,35.0451,165.211,0.03,169.96163506884906,-0.6417545022369193
8180,HR 8078,,21 03 47.59,+53 17 10.0,5.9,,STARK0III,4.3049,92.7806,,468.61548519701347,-2.4540831778614667
8181,HR 2463,,06 44 11.59,+53 17 47.0,6.27,,STARK0,20.4121,162.53,,257.4241339361653,-0.7832463014970727
8182,HR 6911,,18 23 47.81,+53 18 02.9,6.32,,STARA3,25.4418,81.8616,,332.47337176057226,-1.2887843390145335
8183,HR 8443,,22 07 25.51,+53 18 25.9,6.14,,STARA3I,-2.0456,99.8351,,7412.644947661849,-8.20986599348334
8184,HR 7328,1KapCyg,19 17 06.19,+53 22 07.0,3.77,,STARG9III,17.8533,84.4019,0.024,124.15545401489203,-1.699829011983926
8185,HR 7251,51Dra,19 04 55.20,+53 23 48.1,5.38,,STARA0V,19.5639,83.7556,0.023,366.88006490114896,-2.442620571063208
8186,HR 3400,,08 38 22.20,+53 24 05.0,5.66,,STARG8IV,37.2122,164.891,,279.72245085516414,-1.573636623799299
8187,HR 6479,,17 21 45.41,+53 25 14.2,5.67,,STARK4III,34.6426,80.8956,,776.5628040407652,-3.780882923924775
8188,HR 4654,,12 14 43.39,+53 26 04.9,6.16,,STAR,62.8291,134.943,,488.99007150992713,-2.2865002063315334
8189,HR 2264,45Aur,06 21 46.10,+53 27 07.9,5.36,,STARF5III,17.3316,161.146,0.022,195.18634212873812,-1.0922471264473215
8190,HR 1466,2Cam,04 39 58.10,+53 28 23.2,5.35,,STARA8V,4.5277,153.031,0.019,277.34385858598756,-1.8650927672136781
8191,HR 1925,,05 41 20.30,+53 28 52.0,6.23,W,STARK1V,11.9453,158.384,0.081,40.05358930334292,3.2167927980499087
8192,HR 4131,,10 33 43.61,+53 29 51.0,6.45,,STARA1V,53.4385,157.305,,657.5733421312932,-2.63972099346329
8193,HR 318 ,,01 07 09.50,+53 29 53.9,6.38,,STARK2III,-9.3011,125.3,,1456.0552575764348,-4.435889284243462
8194,HR 915 ,23GamPer,03 04 47.81,+53 30 23.0,2.93,,STARG8III,-4.3368,142.068,0.016,243.21877531478106,-3.999985486656282
8195,HR 787 ,,02 42 59.69,+53 31 34.0,5.84,,STARK0II,-5.7933,139.162,,325.18083519154675,-1.7206247108121868
8196,HR 7815,,20 24 32.40,+53 33 06.8,6.51,,STARB9III,9.0828,89.3813,,1320.4711647656736,-4.093644609615948
8197,HR 8106,,21 10 15.60,+53 33 47.9,5.73,,STARB9III,3.7778,93.6354,,509.6193401517521,-2.806229505994841
8198,HR 3258,,08 20 29.09,+53 34 27.8,6.49,,STARF0IV,34.5481,164.781,,199.11866770276032,-0.005559888792278755
8199,HR 1707,,05 17 17.81,+53 35 10.0,6.5,,STARM7III,8.9744,156.366,,739.5836228959669,-2.8449364285750836
8200,HR 7791,,20 20 30.41,+53 35 46.0,6.18,,STARK4III,9.6052,89.0816,,1418.0712073787886,-4.578490195826314
8201,HR 1314,,04 16 43.10,+53 36 42.8,5.19,,STARA2V,2.1262,150.541,0.011,293.0425675625529,-2.144653554240734
8202,HR 4165,,10 39 05.69,+53 40 05.9,5.52,,STARK3III,54.0107,156.325,,485.3517525254783,-2.910283010645152
8203,HR 4554,64GamUMa,11 53 49.80,+53 41 40.9,2.44,,STARA0V,61.3849,140.84,0.028,83.18193769373156,-2.160145164413244
8204,HR 5238,86UMa,13 53 51.00,+53 43 43.0,5.7,,STARA0V,61.0153,103.761,0.012,491.94023785387844,-2.7595617338904104
8205,HR 1568,7Cam,04 57 17.21,+53 45 07.9,4.47,,STARA1V,6.6807,154.465,0.0,375.7561955035961,-3.4045307500318174
8206,HR 4051,,10 20 14.81,+53 46 45.1,6.45,,STARF9V,51.5742,158.572,,104.07031834624166,1.3633655847485793
8207,HR 6618,,17 43 59.30,+53 48 06.1,5.75,,STARA2V,31.3615,81.4876,,456.80164943574425,-2.5486383170334044
8208,HR 621 ,,02 10 07.80,+53 50 35.2,6.31,,STARG8III,-7.2545,134.482,,490.4607183415359,-2.1430211493987548
8209,HR 8633,,22 40 18.41,+53 50 46.0,5.93,,STARK0III,-4.2006,104.251,,344.77418361217906,-1.7576736939053124
8210,HR 470 ,,01 40 13.10,+53 52 05.9,6.39,,STARK5III,-8.317,130.164,,785.9189824027021,-3.086888892353816
8211,HR 7060,,18 43 28.99,+53 52 18.8,6.11,,STARA2IV,22.7375,83.223,,959.283463815063,-3.7997347907030026
8212,HR 3954,,10 04 36.29,+53 53 30.1,5.74,,STARF5V,49.459,160.033,,169.3439136537494,-0.4038479619716977
8213,HR 153 ,17ZetCas,00 36 58.30,+53 53 48.8,3.66,,STARB2IV,-8.9142,120.776,0.004,593.0115958129479,-5.205315928443058
8214,HR 8648,,22 42 20.81,+53 54 32.0,6.12,,STARK2,-4.2898,104.546,,1244.8716705997,-4.35562291931555
8215,HR 1417,1Cam,04 32 01.80,+53 54 38.9,5.77,,STARB0III,3.9508,151.914,0.006,,
8216,HR 1020,,03 25 48.41,+53 55 18.1,6.51,,STARA9III,-2.3561,144.502,,271.57067252050075,-0.6594143388997473
8217,HR 5811,,15 35 16.30,+53 55 18.8,5.97,,STAR,49.8473,86.1591,,366.88006490114896,-1.8526205710632082
8218,HR 8147,,21 17 01.99,+53 59 51.0,6.13,,STARA1V,3.3507,94.6409,,411.8136082034361,-1.943503467966809
8219,HR 1255,,04 06 36.60,+54 00 31.0,6.31,,STARK0III,1.3975,149.18,,283.6142414757577,-0.9536401741462184
8220,HR 5748,,15 26 32.50,+54 01 12.0,6.45,,STARA2IV,50.9525,87.1951,,400.68351068442433,-1.5640073514682706
8221,HR 3662,18UMa,09 16 11.30,+54 01 18.8,4.83,,STARA5V,42.6647,163.083,0.042,116.73456610491102,-0.5059973670234612
8222,HR 5467,,14 38 15.19,+54 01 23.9,5.85,,STARA1V,56.7277,94.1687,,375.7561955035961,-2.0245307500318184
8223,HR 8589,,22 32 18.79,+54 02 15.0,6.35,,STARG8III,-3.4511,103.323,,704.4414205121412,-2.8892244208245135
8224,HR 8275,,21 37 38.71,+54 02 31.9,6.15,,STARK1III,1.2872,96.8575,,647.135670033971,-2.904976693686651
8225,HR 3894,30PhiUMa,09 52 06.41,+54 03 51.8,4.59,,STARA3IV,47.698,160.868,0.032,436.6216568903901,-3.6105263668372842
8226,HR 4917,,12 56 17.59,+54 05 57.8,5.82,,STARA5,63.0141,121.363,0.012,256.0097156178347,-1.2212822359176183
8227,HR 3028,,07 51 05.71,+54 07 45.1,6.02,,STARF6V,30.2466,163.886,,98.2694720389037,1.057906886128741
8228,HR 3246,,08 18 15.79,+54 08 37.0,6.27,,STARK5,34.2205,164.092,,840.6092208688696,-3.3529707479432407
8229,HR 144 ,,00 36 08.30,+54 10 07.0,5.08,,STARB7III,-8.6358,120.668,,477.53496002506796,-3.3150258575066154
8230,HR 4052,,10 20 31.20,+54 13 00.8,6.0,,STAR,51.3976,157.926,,574.2189748188757,-2.795387697359182
8231,HR 3592,,09 04 00.41,+54 17 02.0,5.75,,STARA2V,40.8643,163.198,,353.74878275175854,-1.9934747706461309
8232,HR 2077,33DelAur,05 59 31.61,+54 17 04.9,3.72,W,STARK0III,14.6879,158.952,0.022,141.43815164662678,-2.032832861120875
8233,HR 6817,,18 10 31.61,+54 17 12.1,5.95,,STARK1III,27.5474,82.5478,0.019,162.18616494138308,-0.1000690229305663
8234,HR 4427,,11 30 12.91,+54 21 42.1,6.41,,STARK0III,58.9729,146.029,,547.2422444582573,-2.2808980772130933
8235,HR 3855,,09 43 07.01,+54 21 49.0,6.47,,STARA5,46.3613,161.122,,325.83054714997144,-1.0949589885176847
8236,HR 7351,,19 19 36.50,+54 22 34.0,6.26,,STARA1V,17.8842,85.5288,,481.0566042730404,-2.15098090657896
8237,HR 1630,,05 06 22.01,+54 24 20.9,7.24,,STARG5,8.1367,154.751,,637.0241751896903,-1.780779571035124
8238,HR 8682,,22 48 47.81,+54 24 54.0,6.12,,STARB5V,-4.2819,105.62,,758.5032039467939,-3.2797870980163424
8239,HR 1866,,05 36 35.21,+54 25 44.0,5.73,,STARM0III,11.8178,157.188,,836.2984043515934,-3.8818063407817807
8240,HR 5187,84UMa,13 46 35.69,+54 25 58.1,5.7,,STARB9,60.887,106.376,,307.1152332364608,-1.7365067921870248
8241,HR 6370,21MuDra,17 05 19.70,+54 28 13.1,5.8,,STARF7V,37.019,82.2995,0.046,87.96018815995723,1.0785692514480187
8242,HR 6369,21MuDra,17 05 19.80,+54 28 13.1,5.83,,STARF7V,37.0188,82.2995,0.046,87.96018815995723,1.108569251448019
8243,HR 590 ,4Per,02 02 18.10,+54 29 15.0,5.04,,STARB8III,-6.9667,133.19,,763.8322662696052,-4.374990000789158
8244,HR 5828,,15 37 31.99,+54 30 32.0,5.87,,STAR,49.2981,86.7608,,362.7990853138169,-1.9283309172481333
8245,HR 123 ,14LamCas,00 31 46.39,+54 31 19.9,4.73,,STARB8V,-8.2394,120.051,0.03,354.51780184469715,-3.0181902391865005
8246,HR 2080,,05 59 48.10,+54 32 49.9,6.14,,STARK2III,14.8398,158.727,,352.98309274580237,-1.598769519813744
8247,HR 5635,,15 06 16.70,+54 33 23.0,5.25,,STARG7III,53.2076,90.4272,0.029,268.2207053430275,-1.892461501230697
8248,HR 4246,44UMa,10 53 34.51,+54 35 06.0,5.1,,STARK3III,55.1498,152.855,0.016,566.2437112797246,-3.6650169587982173
8249,HR 5818,,15 35 57.10,+54 37 50.2,5.74,S,STARA2V,49.4527,87.081,,241.59731681268252,-1.1754605334392458
8250,HR 5154,83UMa,13 40 44.30,+54 40 54.1,4.66,,STARM2III,61.0121,108.18,0.014,523.5254858701787,-3.934689142618428
8251,HR 5960,,15 57 47.40,+54 44 58.9,4.95,,STARF0IV,46.5004,85.409,0.022,108.97306304614813,-0.23659579171331924
8252,HR 4457,,11 35 04.90,+54 47 07.1,5.63,,STARK0III,59.0395,144.436,,385.0724648136026,-2.2977123242607425
8253,HR 1276,,04 09 22.39,+54 49 44.0,6.18,,STARF5V,2.2746,148.924,,143.05104284961465,0.40254485908799076
8254,HR 5372,,14 18 55.80,+54 51 51.1,6.53,,STARA5V,58.0197,99.0515,,318.5120875948451,-0.9856295927152177
8255,HR 8290,,21 40 43.30,+54 52 19.9,6.2,,STARK0III,1.613,97.7425,,797.4483562276806,-3.3085128358775684
8256,HR 4344,,11 12 44.50,+54 53 39.1,6.63,,STARA4V,56.943,149.044,,350.32908452966853,-1.0923809710075654
8257,HR 135 ,,00 33 10.39,+54 53 42.0,5.93,,STARK0III,-7.8827,120.283,,360.39378751063134,-1.85388647988826
8258,HR 7071,,18 44 55.39,+54 53 48.1,6.23,,STARG5III,22.8049,84.355,,923.9557441844798,-3.598255848975164
8259,HR 321 ,30MuCas,01 08 16.39,+54 55 13.1,5.17,W,STARG5V,-7.8716,125.372,0.136,24.637889235316617,3.2119825078466473
8260,HR 5055,79ZetUMa,13 23 56.40,+54 55 18.1,3.95,,STARA1,61.5822,113.104,0.047,78.15872937865358,-0.5148874523557323
8261,HR 5054,79ZetUMa,13 23 55.49,+54 55 31.1,2.27,,STARA1V,61.5793,113.111,0.047,78.15872937865358,-2.194887452355733
8262,HR 7484,,19 38 41.21,+54 58 26.0,5.82,,STARF6V,15.5951,87.2512,0.036,131.99367774063998,0.21723435109612055
8263,HR 1073,,03 33 39.00,+54 58 28.9,5.98,,STARA3V,-0.8423,144.844,,250.11992154687223,-1.010741418934769
8264,HR 5062,80UMa,13 25 13.49,+54 59 17.2,4.01,,STARA5V,61.4686,112.769,0.045,81.72297110927622,-0.5517207369941612
8265,HR 785 ,11Per,02 43 02.81,+55 06 20.9,5.77,,STARB7III,-4.3551,138.506,,418.1492021757967,-2.3366563624618752
8266,HR 533 ,1Per,01 51 59.30,+55 08 51.0,5.52,,STARB1V,-6.705,131.574,,1212.477240509745,-4.898367975902236
8267,HR 343 ,33TheCas,01 11 06.19,+55 08 58.9,4.33,W,STARA7V,-7.6138,125.764,0.014,133.56117022814144,-1.2984010778699577
8268,HR 4500,,11 41 43.61,+55 10 21.0,6.27,,STARK5,59.2328,142.466,,921.3456997093825,-3.5521130657853384
8269,HR 6555,25Nu2Dra,17 32 16.01,+55 10 23.2,4.87,,STARA4,33.1218,83.0195,0.035,97.76869835045605,-0.08099916608577029
8270,HR 6554,24Nu1Dra,17 32 10.61,+55 11 03.1,4.88,,STARA6V,33.1348,83.0325,0.035,98.56644838232741,-0.0886455401150128
8271,HR 5759,,15 28 56.81,+55 11 42.0,6.43,,STARA3,50.0924,88.5683,,309.7401497598494,-1.0249875199868441
8272,HR 6127,,16 24 25.30,+55 12 18.0,5.74,,STARA2,42.7149,84.4499,,405.6671364392057,-2.3008491321720204
8273,HR 3039,,07 52 36.60,+55 12 33.8,6.38,,STARA0V,30.5581,162.66,,460.67284985469126,-1.9369630874654318
8274,HR 196 ,,00 45 17.21,+55 13 18.1,5.42,,STARA2V,-7.6394,122.047,0.012,359.5990933816112,-2.3590929406138006
